"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"1418",543760,"Semien, Marcus","1418","100.0","0.278","0.242","0.324","0.520","0.369","0.325","0.238","85","306","89.8","17.8","2265","89.0","88.55","150","622","796","-0.5","6.24","107","152","118","146","300","323","288"
"1393",592192,"Canha, Mark","1393","100.0","0.255","0.196","0.301","0.450","0.363","0.361","0.252","69","271","89.0","15.4","2301","88.3","87.41","119","544","849","-0.9","6.34","108","153","120","147","302","326","293"
"1380",543257,"Grossman, Robbie","1380","100.0","0.228","0.158","0.280","0.386","0.319","0.325","0.227","62","272","88.7","19.3","2238","89.2","89.07","128","533","847","-0.1","6.28","115","157","115","150","293","324","297"
"1351",656305,"Chapman, Matt","1351","100.0","0.226","0.174","0.305","0.400","0.316","0.309","0.209","60","265","89.0","17.1","2257","89.1","88.07","203","596","755","-1.0","6.30","107","152","121","146","305","328","296"
"1348",607208,"Turner, Trea","1348","100.0","0.310","0.162","0.363","0.471","0.361","0.348","0.287","92","297","88.7","10.2","2281","89.2","88.99","146","634","714","-0.2","6.41","105","151","113","146","305","321","291"
"1328",656555,"Hoskins, Rhys","1328","100.0","0.230","0.227","0.261","0.457","0.328","0.345","0.239","65","282","91.1","20.6","2253","89.3","89.21","163","607","721","-0.1","6.33","107","153","121","147","302","326","295"
"1323",640457,"Meadows, Austin","1323","100.0","0.238","0.249","0.273","0.487","0.349","0.330","0.226","66","277","89.9","22.4","2221","89.1","88.67","163","608","714","-0.4","6.45","113","160","126","150","294","326","301"
"1321",666185,"Carlson, Dylan","1321","100.0","0.265","0.142","0.335","0.407","0.332","0.335","0.255","71","268","88.6","13.4","2238","88.5","88.14","160","560","761","-0.4","6.30","113","152","118","149","300","322","299"
"1319",663993,"Lowe, Nate","1319","100.0","0.257","0.151","0.333","0.408","0.340","0.348","0.248","70","272","91.3","7.0","2270","89.4","88.59","158","585","734","-0.8","6.21","114","160","125","152","298","330","306"
"1317",518692,"Freeman, Freddie","1317","100.0","0.254","0.218","0.267","0.471","0.355","0.412","0.302","71","280","92.4","13.6","2211","89.7","89.75","151","650","667","0.1","6.36","118","163","132","150","300","327","306"
"1308",660162,"Moncada, Yoán","1308","100.0","0.278","0.120","0.388","0.398","0.360","0.355","0.255","67","241","89.9","11.1","2261","89.3","88.80","152","528","780","-0.5","6.22","112","155","121","148","294","325","300"
"1300",621043,"Correa, Carlos","1300","100.0","0.305","0.235","0.327","0.540","0.402","0.377","0.297","83","272","90.7","12.4","2206","88.5","88.15","112","528","772","-0.4","6.34","108","152","120","147","301","329","290"
"1292",656775,"Mullins, Cedric","1292","100.0","0.312","0.226","0.358","0.538","0.392","0.346","0.272","91","292","88.5","13.5","2241","88.8","88.47","118","598","694","-0.3","6.34","107","146","99","150","288","320","298"
"1285",518934,"LeMahieu, DJ","1285","100.0","0.271","0.106","0.303","0.377","0.319","0.346","0.290","79","292","90.1","3.1","2250","89.3","89.21","90","548","737","-0.1","6.37","109","151","121","150","312","324","287"
"1284",592450,"Judge, Aaron","1284","100.0","0.285","0.221","0.355","0.506","0.383","0.432","0.324","75","263","96.6","10.5","2271","88.8","88.81","171","568","716","0.0","6.38","107","153","123","147","309","331","294"
"1281",669242,"Edman, Tommy","1281","100.0","0.259","0.109","0.284","0.367","0.294","0.317","0.274","81","313","86.3","7.5","2263","89.3","89.02","88","633","648","-0.3","6.36","116","151","112","150","294","319","298"
"1278",502671,"Goldschmidt, Paul","1278","100.0","0.253","0.165","0.293","0.418","0.322","0.372","0.280","72","285","93.0","17.3","2288","89.2","88.65","151","603","675","-0.5","6.31","106","152","121","147","309","325","297"
"1278",608336,"Gallo, Joey","1278","100.0","0.223","0.211","0.295","0.434","0.363","0.376","0.225","54","242","89.7","19.0","2257","88.6","87.75","200","525","753","-0.9","6.19","115","178","127","153","307","335","307"
"1272",593428,"Bogaerts, Xander","1272","100.0","0.327","0.227","0.368","0.554","0.401","0.379","0.301","88","269","88.8","11.2","2259","88.2","87.94","131","578","694","-0.3","6.27","106","151","120","147","296","324","297"
"1271",668227,"Arozarena, Randy","1271","100.0","0.266","0.160","0.351","0.426","0.336","0.289","0.214","75","282","90.4","8.0","2243","88.0","87.78","197","572","698","-0.2","6.49","106","152","117","148","302","327","294"
"1269",467793,"Santana, Carlos","1269","100.0","0.245","0.161","0.251","0.406","0.341","0.367","0.250","64","261","90.4","13.5","2186","88.9","88.57","127","539","730","-0.3","6.22","113","161","126","149","304","330","304"
"1268",641820,"Mancini, Trey","1268","100.0","0.256","0.204","0.294","0.460","0.342","0.374","0.286","73","285","88.9","9.7","2258","88.5","87.83","166","606","662","-0.7","6.35","107","151","121","147","306","325","291"
"1256",553993,"Suárez, Eugenio","1256","100.0","0.175","0.204","0.188","0.380","0.277","0.314","0.209","48","274","87.6","16.5","2255","88.4","88.08","168","535","721","-0.3","6.33","106","152","120","144","301","326","298"
"1253",666182,"Bichette, Bo","1253","100.0","0.282","0.197","0.330","0.479","0.349","0.353","0.277","87","309","90.8","4.6","2289","89.6","89.61","161","695","558","0.0","6.28","108","152","120","148","305","325","288"
"1245",630105,"Cronenworth, Jake","1245","100.0","0.283","0.190","0.300","0.472","0.356","0.350","0.274","82","290","88.1","12.8","2265","89.8","89.39","67","520","725","-0.4","6.28","115","150","114","151","289","322","306"
"1244",621566,"Olson, Matt","1244","100.0","0.296","0.292","0.292","0.588","0.404","0.395","0.273","79","267","92.3","16.8","2279","88.1","87.76","137","583","661","-0.3","6.27","115","169","126","151","301","330","302"
"1237",624428,"Frazier, Adam","1237","100.0","0.325","0.144","0.361","0.469","0.377","0.334","0.290","95","292","85.5","14.5","2273","88.7","88.35","70","578","659","-0.3","6.24","117","150","108","150","284","312","295"
"1235",571745,"Haniger, Mitch","1235","100.0","0.248","0.227","0.278","0.476","0.328","0.341","0.262","71","286","89.3","14.2","2262","88.4","88.11","178","588","646","-0.3","6.28","108","152","121","145","300","322","293"
"1231",514917,"Hernandez, Cesar","1231","100.0","0.216","0.169","0.244","0.385","0.300","0.338","0.260","60","278","88.7","11.1","2179","88.9","88.70","119","539","692","-0.2","6.23","109","150","102","148","291","317","293"
"1229",669256,"Solak, Nick","1229","100.0","0.233","0.134","0.293","0.367","0.298","0.311","0.242","66","283","89.1","7.9","2268","88.2","87.78","168","587","642","-0.4","6.22","106","152","117","147","307","326","292"
"1225",605141,"Betts, Mookie","1225","100.0","0.248","0.204","0.268","0.452","0.357","0.358","0.260","62","250","89.6","19.0","2290","89.3","87.34","84","482","743","-2.0","6.24","109","153","120","146","304","324","300"
"1222",457759,"Turner, Justin","1222","100.0","0.288","0.188","0.323","0.477","0.373","0.367","0.274","75","260","91.3","18.3","2285","89.2","87.98","103","522","700","-1.2","6.28","106","151","122","147","305","324","297"
"1221",502054,"Pham, Tommy","1221","100.0","0.250","0.147","0.313","0.397","0.344","0.375","0.261","58","232","90.8","8.5","2298","89.0","88.91","122","468","753","-0.1","6.29","109","152","117","147","304","324","294"
"1220",660670,"Acuña Jr., Ronald","1220","100.0","0.278","0.310","0.305","0.588","0.410","0.427","0.290","71","255","94.0","19.0","2227","89.9","90.02","145","512","708","0.1","6.40","109","153","118","146","311","329","297"
"1219",645277,"Albies, Ozzie","1219","100.0","0.254","0.239","0.270","0.493","0.348","0.357","0.274","72","284","89.2","21.9","2233","88.5","88.47","180","679","540","0.0","6.34","113","153","116","149","299","323","298"
"1217",570731,"Schoop, Jonathan","1217","100.0","0.276","0.208","0.304","0.484","0.348","0.324","0.253","77","279","89.1","9.4","2263","88.8","88.51","146","615","602","-0.3","6.31","109","154","122","148","300","326","294"
"1215",641487,"Crawford, J.P.","1215","100.0","0.285","0.120","0.333","0.405","0.328","0.308","0.266","78","274","85.4","9.2","2230","89.2","89.09","94","546","668","-0.1","6.24","115","152","110","151","285","317","299"
"1213",500871,"Escobar, Eduardo","1213","100.0","0.254","0.230","0.275","0.484","0.335","0.318","0.241","73","287","87.8","20.1","2262","89.8","87.89","147","598","615","-1.9","6.31","112","155","123","148","299","323","300"
"1205",621020,"Swanson, Dansby","1205","100.0","0.233","0.204","0.284","0.437","0.308","0.333","0.252","65","279","89.7","13.9","2267","88.5","88.77","186","597","608","0.3","6.42","106","152","114","146","307","323","289"
"1202",608070,"Ramírez, José","1202","100.0","0.258","0.254","0.243","0.512","0.360","0.393","0.298","66","256","91.1","18.7","2159","88.2","88.14","88","532","670","-0.1","6.24","110","159","123","148","296","322","296"
"1200",621035,"Taylor, Chris","1200","100.0","0.264","0.190","0.340","0.455","0.365","0.369","0.259","64","242","88.8","13.7","2264","89.3","87.98","177","544","656","-1.3","6.25","107","152","116","147","305","323","296"
"1194",665489,"Guerrero Jr., Vladimir","1194","100.0","0.339","0.343","0.346","0.683","0.468","0.441","0.319","92","271","94.8","8.3","2248","89.4","89.48","156","532","662","0.1","6.29","109","153","122","148","305","328","294"
"1194",657077,"Verdugo, Alex","1194","100.0","0.278","0.159","0.296","0.437","0.337","0.353","0.290","75","270","90.3","6.4","2207","89.1","88.89","82","534","660","-0.2","6.20","115","154","122","150","286","321","305"
"1192",668804,"Reynolds, Bryan","1192","100.0","0.311","0.223","0.363","0.534","0.400","0.376","0.277","82","264","88.2","11.2","2214","88.2","88.07","147","560","632","-0.1","6.23","112","153","120","149","297","318","295"
"1192",608385,"Winker, Jesse","1192","100.0","0.325","0.265","0.343","0.590","0.420","0.409","0.312","87","268","91.8","10.8","2251","88.7","88.56","106","534","658","-0.1","6.32","115","157","125","149","295","325","304"
"1189",572122,"Seager, Kyle","1189","100.0","0.216","0.199","0.250","0.415","0.299","0.327","0.231","62","287","89.4","19.8","2216","88.1","88.10","188","613","576","0.0","6.27","115","166","122","152","293","323","301"
"1186",593160,"Merrifield, Whit","1186","100.0","0.273","0.135","0.295","0.407","0.316","0.318","0.271","81","297","86.5","12.8","2269","89.3","88.80","84","577","609","-0.5","6.28","104","150","107","146","305","323","291"
"1176",547989,"Abreu, José","1176","100.0","0.239","0.193","0.279","0.432","0.325","0.337","0.236","62","259","92.2","9.5","2300","89.0","88.83","179","559","617","-0.2","6.27","106","151","121","145","302","326","296"
"1168",592178,"Bryant, Kris","1168","100.0","0.268","0.245","0.312","0.514","0.372","0.353","0.264","69","257","87.4","13.0","2317","89.1","89.03","143","543","625","-0.1","6.37","105","152","120","146","301","324","295"
"1163",665120,"Walsh, Jared","1163","100.0","0.286","0.279","0.349","0.565","0.384","0.336","0.260","77","269","89.7","8.9","2236","88.3","87.98","156","575","588","-0.3","6.28","116","163","125","152","298","325","306"
"1161",663586,"Riley, Austin","1161","100.0","0.271","0.186","0.341","0.457","0.350","0.353","0.261","70","258","89.3","11.3","2267","89.5","89.67","164","563","598","0.2","6.42","106","152","119","147","308","326","294"
"1161",643396,"Kiner-Falefa, Isiah","1161","100.0","0.275","0.115","0.314","0.390","0.304","0.295","0.269","86","313","86.2","3.2","2268","88.6","87.95","96","558","603","-0.7","6.21","108","152","115","148","306","322","287"
"1161",668942,"Rojas, Josh","1161","100.0","0.261","0.177","0.333","0.438","0.335","0.313","0.239","65","249","89.0","7.2","2251","89.6","87.15","122","490","671","-2.5","6.34","118","155","116","151","295","321","303"
"1153",596019,"Lindor, Francisco","1153","100.0","0.215","0.146","0.229","0.360","0.295","0.325","0.238","56","261","88.6","10.0","2236","88.7","88.40","115","531","621","-0.3","6.33","111","150","112","148","297","324","301"
"1153",600869,"Candelario, Jeimer","1153","100.0","0.261","0.107","0.350","0.368","0.317","0.314","0.247","66","253","88.0","13.4","2229","88.3","88.13","137","535","618","-0.2","6.27","113","159","120","151","294","325","298"
"1152",457705,"McCutchen, Andrew","1152","100.0","0.227","0.215","0.250","0.442","0.341","0.367","0.255","53","233","89.5","10.9","2262","89.2","89.29","126","468","684","0.1","6.33","108","152","118","146","302","323","290"
"1148",664040,"Lowe, Brandon","1148","100.0","0.202","0.202","0.253","0.405","0.313","0.343","0.228","52","257","88.7","13.1","2248","88.7","88.36","207","588","560","-0.3","6.44","116","159","116","152","292","325","303"
"1147",571448,"Arenado, Nolan","1147","100.0","0.269","0.245","0.270","0.514","0.353","0.316","0.256","77","286","88.4","20.6","2334","89.5","89.44","100","538","609","-0.1","6.37","107","152","121","147","308","326","298"
"1147",656941,"Schwarber, Kyle","1147","100.0","0.249","0.302","0.275","0.551","0.374","0.385","0.260","61","245","91.9","13.9","2241","88.8","88.46","146","490","657","-0.3","6.35","117","164","124","151","301","325","305"
"1145",646240,"Devers, Rafael","1145","100.0","0.276","0.287","0.319","0.564","0.379","0.397","0.289","76","275","92.8","9.6","2243","89.6","89.20","194","652","493","-0.4","6.26","116","154","122","151","290","325","305"
"1144",664702,"Straw, Myles","1144","100.0","0.266","0.069","0.327","0.335","0.302","0.296","0.255","66","248","85.5","9.2","2233","89.0","88.54","60","478","666","-0.5","6.33","104","149","107","145","298","318","281"
"1142",660271,"Ohtani, Shohei","1142","100.0","0.270","0.373","0.303","0.643","0.413","0.425","0.280","68","252","92.1","15.9","2224","88.4","87.91","193","556","586","-0.5","6.28","116","155","125","152","300","328","309"
"1140",641857,"McMahon, Ryan","1140","100.0","0.249","0.245","0.288","0.494","0.337","0.340","0.253","65","261","91.7","16.7","2270","88.7","88.52","176","566","574","-0.2","6.29","113","156","124","150","302","333","312"
"1140",670541,"Alvarez, Yordan","1140","100.0","0.306","0.236","0.377","0.541","0.389","0.382","0.280","74","242","91.4","12.0","2175","88.0","87.72","105","488","652","-0.3","6.32","117","164","134","156","294","332","304"
"1139",493329,"Gurriel, Yuli","1139","100.0","0.337","0.186","0.336","0.523","0.391","0.341","0.282","87","258","90.9","13.8","2219","88.9","88.34","68","499","640","-0.6","6.34","109","152","122","148","300","328","292"
"1137",606132,"Tapia, Raimel","1137","100.0","0.299","0.115","0.333","0.413","0.330","0.296","0.269","86","288","86.8","-3.0","2281","89.2","88.94","88","595","542","-0.3","6.24","117","151","106","150","293","328","308"
"1136",502110,"Martinez, J.D.","1136","100.0","0.301","0.233","0.357","0.534","0.379","0.370","0.283","84","279","92.2","16.9","2267","88.8","88.55","182","611","525","-0.2","6.25","106","152","122","147","298","327","300"
"1134",476704,"Lowrie, Jed","1134","100.0","0.246","0.129","0.300","0.375","0.309","0.364","0.274","63","256","91.2","16.4","2237","88.4","88.37","114","502","632","0.0","6.31","113","159","119","151","298","322","295"
"1130",542583,"Aguilar, Jesús","1130","100.0","0.260","0.193","0.273","0.453","0.327","0.350","0.283","66","254","90.4","17.9","2279","88.9","88.55","134","529","601","-0.3","6.36","108","152","120","147","306","324","295"
"1127",514888,"Altuve, Jose","1127","100.0","0.296","0.225","0.300","0.521","0.379","0.356","0.276","79","267","87.6","13.6","2207","88.2","87.46","99","518","609","-0.7","6.33","105","152","110","145","296","327","290"
"1120",650490,"Díaz, Yandy","1120","100.0","0.245","0.059","0.293","0.304","0.314","0.322","0.239","58","237","89.5","3.9","2257","89.4","89.30","80","443","676","-0.1","6.49","107","152","122","149","309","327","291"
"1118",666969,"García, Adolis","1118","100.0","0.275","0.267","0.323","0.543","0.363","0.357","0.263","71","258","92.0","12.6","2260","88.5","88.04","201","602","516","-0.5","6.19","106","152","119","146","308","330","297"
"1113",593871,"Polanco, Jorge","1113","100.0","0.254","0.177","0.275","0.431","0.326","0.354","0.272","66","260","88.7","16.4","2214","88.6","88.04","87","521","592","-0.6","6.24","110","151","110","150","297","323","296"
"1113",665742,"Soto, Juan","1113","100.0","0.273","0.155","0.304","0.427","0.358","0.419","0.315","60","220","92.6","5.2","2235","89.6","89.36","85","405","708","-0.2","6.38","114","155","130","151","302","327","307"
"1109",592206,"Castellanos, Nick","1109","100.0","0.348","0.251","0.401","0.599","0.423","0.399","0.323","97","279","90.1","14.0","2256","88.1","88.05","171","604","505","0.0","6.34","105","152","120","145","304","327","296"
"1105",663656,"Tucker, Kyle","1105","100.0","0.269","0.229","0.278","0.498","0.351","0.409","0.322","68","253","91.4","17.7","2200","87.9","87.51","116","574","531","-0.4","6.29","118","163","125","155","293","330","303"
"1104",521692,"Perez, Salvador","1104","100.0","0.281","0.236","0.327","0.517","0.350","0.368","0.285","82","292","92.9","15.0","2271","89.0","89.01","223","664","440","0.0","6.29","104","151","122","146","308","330","302"
"1104",664761,"Bohm, Alec","1104","100.0","0.238","0.085","0.314","0.323","0.263","0.319","0.276","62","260","92.6","4.6","2266","89.9","89.45","147","558","546","-0.5","6.33","107","152","120","149","307","322","289"
"1095",650402,"Torres, Gleyber","1095","100.0","0.242","0.075","0.299","0.317","0.291","0.317","0.248","58","240","85.8","13.6","2269","88.8","88.61","138","511","584","-0.2","6.37","106","153","121","147","305","324","286"
"1092",649966,"Urías, Luis","1092","100.0","0.236","0.166","0.291","0.402","0.321","0.311","0.217","54","229","87.2","14.0","2274","89.4","87.50","128","505","587","-1.9","6.27","108","151","115","146","301","319","290"
"1091",571970,"Muncy, Max","1091","100.0","0.262","0.271","0.282","0.533","0.405","0.433","0.291","55","210","91.5","14.5","2281","88.4","87.12","86","376","715","-1.3","6.25","115","162","136","152","299","324","307"
"1091",624585,"Soler, Jorge","1091","100.0","0.182","0.142","0.245","0.324","0.275","0.325","0.215","41","225","93.1","17.8","2285","88.6","88.00","165","504","587","-0.6","6.26","106","152","123","146","307","333","304"
"1079",592518,"Machado, Manny","1079","100.0","0.262","0.200","0.279","0.462","0.342","0.372","0.280","68","260","93.6","12.7","2316","89.4","89.23","113","482","597","-0.2","6.29","108","153","122","148","305","328","298"
"1078",642715,"Adames, Willy","1078","100.0","0.239","0.195","0.316","0.434","0.318","0.326","0.243","60","251","89.9","17.9","2256","88.8","86.41","181","533","545","-2.4","6.35","106","152","118","146","304","324","294"
"1074",457708,"Upton, Justin","1074","100.0","0.247","0.233","0.299","0.480","0.351","0.351","0.246","55","223","91.8","16.2","2241","88.8","88.42","149","473","601","-0.4","6.28","108","152","121","145","304","325","297"
"1072",520471,"Galvis, Freddy","1072","100.0","0.249","0.165","0.290","0.414","0.312","0.277","0.215","62","249","86.3","11.5","2218","89.1","88.54","114","537","535","-0.6","6.35","112","150","111","150","292","320","295"
"1070",519203,"Rizzo, Anthony","1070","100.0","0.250","0.196","0.259","0.446","0.342","0.365","0.276","60","240","91.5","14.5","2285","89.5","89.31","100","507","563","-0.2","6.36","115","162","125","149","293","324","302"
"1069",516770,"Castro, Starlin","1069","100.0","0.251","0.084","0.314","0.335","0.281","0.302","0.251","66","263","87.7","9.0","2295","89.2","89.34","121","507","562","0.1","6.38","106","152","118","147","306","320","291"
"1069",545341,"Grichuk, Randal","1069","100.0","0.267","0.205","0.300","0.472","0.329","0.322","0.257","77","288","90.6","15.0","2285","88.5","88.31","143","579","490","-0.2","6.27","107","152","120","147","299","324","291"
"1066",444482,"Peralta, David","1066","100.0","0.260","0.151","0.303","0.411","0.317","0.294","0.245","67","258","89.3","3.5","2249","89.6","88.34","108","491","575","-1.3","6.32","114","154","122","151","297","323","306"
"1066",596748,"Franco, Maikel","1066","100.0","0.206","0.155","0.217","0.361","0.267","0.279","0.231","57","277","87.6","9.5","2265","87.9","87.45","120","528","538","-0.5","6.35","106","153","122","148","300","324","294"
"1066",596115,"Story, Trevor","1066","100.0","0.254","0.192","0.301","0.446","0.332","0.343","0.257","61","240","89.8","15.8","2307","88.5","87.90","139","517","549","-0.6","6.29","106","152","120","146","311","334","303"
"1060",656976,"Smith, Pavin","1060","100.0","0.276","0.131","0.324","0.407","0.321","0.342","0.281","74","268","86.9","6.7","2234","88.9","87.64","77","465","595","-1.3","6.33","118","154","118","152","295","321","304"
"1052",570482,"Urshela, Gio","1052","100.0","0.272","0.168","0.337","0.440","0.326","0.332","0.261","68","250","89.2","6.3","2286","89.3","89.37","146","570","482","0.1","6.36","107","153","122","148","308","325","286"
"1051",608324,"Bregman, Alex","1051","100.0","0.275","0.153","0.308","0.428","0.340","0.325","0.257","63","229","88.8","14.8","2240","88.6","88.23","70","440","611","-0.4","6.34","105","152","120","146","297","329","292"
"1051",543333,"Hosmer, Eric","1051","100.0","0.253","0.105","0.280","0.358","0.295","0.333","0.282","65","257","90.9","2.8","2323","88.8","88.29","110","514","537","-0.5","6.27","117","156","122","152","298","326","307"
"1049",595777,"Profar, Jurickson","1049","100.0","0.209","0.057","0.251","0.265","0.269","0.291","0.228","44","211","84.6","14.4","2316","89.0","88.63","83","463","586","-0.4","6.30","113","151","113","150","293","323","299"
"1049",606213,"Mercedes, Yermín","1049","100.0","0.270","0.135","0.309","0.404","0.317","0.305","0.243","62","230","87.9","15.7","2311","88.3","88.37","126","565","484","0.1","6.27","107","153","121","146","298","324","290"
"1048",592696,"Rosario, Eddie","1048","100.0","0.254","0.123","0.282","0.377","0.296","0.302","0.244","66","260","87.7","13.3","2224","88.4","88.21","111","561","487","-0.2","6.23","115","159","115","150","293","321","298"
"1044",575929,"Contreras, Willson","1044","100.0","0.230","0.200","0.282","0.430","0.329","0.333","0.231","53","230","90.1","10.5","2306","89.0","89.22","159","469","575","0.2","6.41","107","152","117","148","301","323","292"
"1030",595879,"Báez, Javier","1030","100.0","0.227","0.235","0.296","0.462","0.307","0.297","0.217","57","251","89.6","12.3","2340","88.8","88.87","242","595","435","0.1","6.39","106","152","117","147","303","326","295"
"1029",462101,"Andrus, Elvis","1029","100.0","0.225","0.071","0.273","0.296","0.248","0.294","0.264","57","253","87.0","8.2","2262","88.2","87.69","106","496","533","-0.5","6.33","106","152","113","148","303","321","287"
"1026",663624,"Mountcastle, Ryan","1026","100.0","0.263","0.191","0.335","0.454","0.321","0.313","0.245","69","262","89.1","14.5","2290","88.4","88.12","203","588","438","-0.3","6.36","109","152","121","148","304","324","290"
"1013",453568,"Blackmon, Charlie","1013","100.0","0.261","0.109","0.291","0.370","0.330","0.369","0.293","62","238","87.6","7.7","2243","88.8","88.58","86","470","543","-0.2","6.23","115","161","123","150","300","332","309"
"1013",518735,"Grandal, Yasmani","1013","100.0","0.175","0.244","0.172","0.419","0.360","0.388","0.216","28","160","92.6","14.2","2251","88.8","88.58","85","294","719","-0.2","6.30","111","163","125","149","296","326","300"
"1012",663697,"India, Jonathan","1012","100.0","0.270","0.142","0.333","0.412","0.350","0.338","0.246","57","211","87.0","9.4","2257","88.2","87.89","119","419","593","-0.3","6.31","106","151","116","145","299","321","290"
"1012",666971,"Gurriel Jr., Lourdes","1012","100.0","0.258","0.148","0.294","0.406","0.292","0.288","0.244","66","256","87.8","10.4","2296","88.8","88.66","142","552","460","-0.1","6.23","106","152","119","147","303","324","291"
"1012",664034,"France, Ty","1012","100.0","0.261","0.149","0.303","0.411","0.337","0.339","0.250","63","241","88.0","12.5","2243","88.7","88.30","104","516","496","-0.4","6.26","110","152","121","147","298","321","290"
"1009",664058,"Fletcher, David","1009","100.0","0.289","0.051","0.326","0.341","0.291","0.275","0.273","79","273","81.0","6.1","2253","89.4","88.75","38","423","586","-0.6","6.33","107","150","107","147","296","313","278"
"1007",543063,"Crawford, Brandon","1007","100.0","0.253","0.271","0.272","0.525","0.365","0.385","0.265","56","221","90.3","14.8","2263","88.6","87.74","162","513","494","-0.9","6.24","115","154","120","151","296","324","304"
