"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"692",516782,"Marte, Starling","692","100.0","0.303","0.186","0.352","0.490","0.392","0.372","0.271","44","145","84.9","3.8","2264","88.3","88.14","78","325","367","-0.2","6.38","105","152","112","147","306","320","289"
"688",624513,"Nuñez, Dom","688","100.0","0.155","0.176","0.227","0.331","0.245","0.239","0.157","22","142","86.7","20.1","2279","87.9","87.55","106","284","404","-0.3","6.26","115","161","126","149","300","332","305"
"685",595943,"Evans, Phillip","685","100.0","0.216","0.117","0.265","0.333","0.286","0.322","0.257","35","162","90.9","6.2","2301","88.6","88.63","83","314","371","0.0","6.31","108","152","118","147","302","318","290"
"680",608577,"Mazara, Nomar","680","100.0","0.211","0.120","0.267","0.331","0.271","0.289","0.220","30","142","91.6","10.1","2232","88.2","88.10","87","315","363","-0.1","6.23","114","159","125","151","293","326","302"
"677",543228,"Gomes, Yan","677","100.0","0.254","0.158","0.288","0.412","0.305","0.348","0.297","45","177","88.4","9.6","2297","89.2","89.13","61","331","346","-0.1","6.34","104","151","118","147","304","320","293"
"674",614177,"Reyes, Franmil","674","100.0","0.257","0.319","0.302","0.576","0.372","0.370","0.256","37","144","93.7","8.3","2277","88.3","88.07","109","322","352","-0.2","6.25","108","154","124","147","303","328","298"
"673",621493,"Ward, Taylor","673","100.0","0.228","0.190","0.271","0.418","0.319","0.340","0.248","36","158","87.8","15.6","2216","88.0","87.92","85","316","357","-0.1","6.37","109","152","118","148","303","323","295"
"672",608596,"Murphy, Tom","672","100.0","0.183","0.176","0.247","0.359","0.270","0.286","0.187","26","142","90.3","21.0","2252","88.3","88.05","117","304","368","-0.3","6.21","108","152","121","146","298","322","290"
"671",519048,"Moreland, Mitch","671","100.0","0.233","0.133","0.283","0.367","0.284","0.277","0.221","35","150","90.0","9.5","2282","88.8","88.37","106","321","350","-0.4","6.38","114","165","128","152","296","324","305"
"666",664913,"Brown, Seth","666","100.0","0.189","0.216","0.198","0.405","0.286","0.317","0.224","28","148","87.0","18.5","2270","88.0","87.71","92","289","377","-0.3","6.40","113","159","123","153","295","325","302"
"662",666211,"Trammell, Taylor","662","100.0","0.158","0.173","0.235","0.331","0.256","0.233","0.150","22","139","84.3","11.0","2211","88.1","87.67","138","316","346","-0.4","6.24","114","153","112","153","288","320","299"
"655",595281,"Kiermaier, Kevin","655","100.0","0.239","0.080","0.345","0.319","0.272","0.260","0.220","39","163","86.9","2.3","2220","89.1","89.04","108","343","312","-0.1","6.37","111","150","107","149","292","324","302"
"651",592567,"Moran, Colin","651","100.0","0.281","0.137","0.371","0.418","0.331","0.317","0.260","43","153","88.1","7.9","2225","89.0","88.66","79","299","352","-0.3","6.21","114","164","121","151","296","321","300"
"650",670712,"Brosseau, Mike","650","100.0","0.182","0.144","0.250","0.326","0.262","0.265","0.193","24","132","89.7","20.9","2218","88.3","88.24","92","309","340","-0.1","6.47","106","153","120","148","304","326","291"
"646",623520,"Bote, David","646","100.0","0.201","0.139","0.231","0.340","0.276","0.355","0.263","29","144","89.6","6.7","2370","88.1","87.97","82","298","348","-0.1","6.42","107","151","118","147","300","319","285"
"645",572761,"Carpenter, Matt","645","100.0","0.178","0.127","0.234","0.305","0.284","0.375","0.251","21","118","90.0","19.1","2289","89.4","89.41","73","250","395","0.0","6.42","116","162","121","147","299","323","302"
"635",543543,"Miller, Brad","635","100.0","0.243","0.169","0.351","0.412","0.322","0.309","0.242","33","136","91.5","12.4","2224","89.0","88.50","95","272","363","-0.5","6.35","116","156","121","148","292","321","298"
"620",641343,"Bauers, Jake","620","100.0","0.234","0.091","0.297","0.325","0.278","0.309","0.252","36","154","88.1","13.9","2236","89.4","89.59","84","299","321","0.2","6.31","113","161","116","151","289","317","297"
"619",572041,"Pollock, AJ","619","100.0","0.261","0.174","0.305","0.435","0.320","0.317","0.260","42","161","90.5","12.4","2216","88.4","86.39","74","330","289","-2.0","6.33","109","152","119","146","306","325","297"
"618",607680,"Pillar, Kevin","618","100.0","0.229","0.185","0.259","0.414","0.293","0.294","0.234","36","157","87.2","23.0","2267","88.4","88.37","74","325","293","0.0","6.39","105","151","116","146","303","320","296"
"617",596059,"Odor, Rougned","617","100.0","0.209","0.209","0.232","0.419","0.305","0.310","0.224","31","148","88.7","18.2","2259","89.1","89.03","90","312","305","-0.1","6.37","112","161","114","151","296","326","295"
"614",663616,"Larnach, Trevor","614","100.0","0.248","0.171","0.338","0.419","0.342","0.357","0.246","32","129","89.8","13.8","2195","88.5","88.40","97","277","337","-0.1","6.26","116","162","124","151","295","324","301"
"611",624431,"Trevino, Jose","611","100.0","0.230","0.079","0.269","0.309","0.240","0.292","0.257","38","165","87.1","8.3","2250","88.0","87.77","71","298","313","-0.2","6.20","106","152","119","148","306","324","289"
"610",545361,"Trout, Mike","610","100.0","0.333","0.291","0.456","0.624","0.454","0.422","0.297","39","117","91.9","12.8","2330","90.3","90.05","66","240","370","-0.3","6.32","108","153","121","145","306","326","298"
"605",543105,"Dickerson, Alex","605","100.0","0.239","0.169","0.275","0.408","0.314","0.354","0.285","34","142","87.2","15.6","2324","89.2","88.64","75","299","306","-0.6","6.22","117","157","124","153","294","324","305"
"604",641786,"Lewis, Kyle","604","100.0","0.246","0.146","0.307","0.392","0.322","0.356","0.254","32","130","89.7","16.9","2283","88.8","88.61","97","284","320","-0.2","6.25","110","153","121","147","302","324","291"
"603",624424,"Conforto, Michael","603","100.0","0.228","0.106","0.286","0.333","0.318","0.380","0.273","28","123","88.2","11.3","2216","88.9","88.81","63","261","342","-0.1","6.37","111","153","121","149","296","325","304"
"596",642133,"Tellez, Rowdy","596","100.0","0.209","0.129","0.245","0.338","0.267","0.327","0.251","29","139","92.6","12.1","2238","88.6","88.51","70","280","316","-0.1","6.28","117","169","129","153","295","325","300"
"596",628338,"Heredia, Guillermo","596","100.0","0.275","0.203","0.362","0.478","0.361","0.315","0.246","38","138","87.7","12.9","2289","88.6","88.88","81","301","295","0.3","6.42","105","151","110","146","307","322","284"
"595",518586,"Culberson, Charlie","595","100.0","0.224","0.140","0.293","0.364","0.282","0.255","0.211","32","143","82.9","8.2","2255","87.8","87.22","105","304","291","-0.6","6.21","106","152","114","147","305","326","291"
"593",643289,"Dubón, Mauricio","593","100.0","0.239","0.142","0.281","0.381","0.280","0.274","0.225","37","155","84.3","15.1","2334","88.0","87.23","74","311","282","-0.8","6.33","105","151","109","146","300","319","288"
"589",572233,"Walker, Christian","589","100.0","0.213","0.133","0.246","0.347","0.268","0.298","0.255","32","150","87.9","13.7","2251","89.6","85.98","78","330","259","-3.6","6.42","107","153","121","147","309","327","299"
"588",519299,"Sogard, Eric","588","100.0","0.241","0.064","0.287","0.305","0.258","0.227","0.193","34","141","83.4","10.9","2298","90.3","90.15","29","248","340","-0.2","6.37","111","149","110","149","281","315","295"
"588",621453,"Duggar, Steven","588","100.0","0.325","0.246","0.461","0.571","0.411","0.346","0.249","41","126","87.2","12.7","2266","88.0","88.23","65","240","348","0.2","6.37","115","152","111","150","292","322","306"
"588",621311,"Dahl, David","588","100.0","0.208","0.132","0.257","0.340","0.252","0.299","0.242","30","144","87.8","13.3","2253","88.0","87.04","82","304","284","-1.0","6.21","113","158","118","151","297","327","303"
"584",608369,"Seager, Corey","584","100.0","0.265","0.156","0.307","0.422","0.343","0.381","0.292","39","147","91.5","8.6","2300","88.3","86.24","98","319","264","-2.1","6.21","116","158","137","151","299","324","309"
"575",666135,"Kirilloff, Alex","575","100.0","0.260","0.182","0.301","0.442","0.316","0.397","0.316","40","154","91.4","4.4","2252","87.9","87.55","87","315","260","-0.3","6.20","114","160","123","151","295","323","302"
"573",519390,"Vogt, Stephen","573","100.0","0.205","0.179","0.250","0.384","0.301","0.288","0.200","23","112","87.8","18.3","2292","89.2","89.24","67","240","333","0.0","6.32","117","161","131","150","295","323","304"
"567",641598,"Garver, Mitch","567","100.0","0.224","0.276","0.286","0.500","0.358","0.359","0.229","26","116","90.4","19.5","2253","88.8","87.52","69","226","341","-1.3","6.32","107","152","122","145","304","325","293"
"560",606466,"Marte, Ketel","560","100.0","0.370","0.185","0.414","0.556","0.416","0.395","0.341","50","135","91.0","4.6","2237","89.6","88.88","42","239","321","-0.7","6.28","116","153","117","150","300","325","306"
"559",661388,"Contreras, William","559","100.0","0.223","0.200","0.275","0.423","0.312","0.323","0.235","29","130","91.6","7.2","2276","88.7","88.92","104","296","263","0.2","6.39","106","151","117","147","307","322","291"
"559",475582,"Zimmerman, Ryan","559","100.0","0.261","0.231","0.303","0.493","0.335","0.301","0.237","35","134","90.4","7.2","2296","88.9","88.80","83","269","290","-0.1","6.33","105","151","119","148","307","324","297"
"557",656669,"Luplow, Jordan","557","100.0","0.173","0.265","0.167","0.439","0.338","0.345","0.187","17","98","87.3","21.4","2233","88.5","88.01","68","230","327","-0.5","6.20","106","152","118","144","298","323","291"
"553",571788,"Holt, Brock","553","100.0","0.231","0.094","0.283","0.325","0.294","0.312","0.247","27","117","89.4","12.4","2263","89.2","88.88","39","214","339","-0.3","6.19","115","156","114","151","289","322","303"
"545",676801,"McCormick, Chas","545","100.0","0.233","0.258","0.253","0.492","0.328","0.305","0.210","28","120","89.6","17.0","2224","88.7","88.53","94","253","292","-0.2","6.34","106","152","117","146","298","328","290"
"537",642162,"Valaika, Pat","537","100.0","0.200","0.067","0.271","0.267","0.241","0.288","0.218","24","120","87.7","19.8","2298","88.3","87.82","80","283","254","-0.5","6.36","108","153","118","149","302","320","286"
"534",624414,"Arroyo, Christian","534","100.0","0.264","0.168","0.349","0.432","0.330","0.294","0.229","33","125","85.8","9.7","2256","88.1","87.55","83","296","238","-0.6","6.21","109","152","119","148","294","322","294"
"532",606992,"Haase, Eric","532","100.0","0.231","0.256","0.290","0.488","0.329","0.316","0.231","28","121","91.4","18.8","2279","87.8","87.74","83","239","293","-0.1","6.22","108","154","121","148","301","324","293"
"523",607461,"Beaty, Matt","523","100.0","0.254","0.115","0.304","0.369","0.321","0.304","0.237","31","122","87.3","8.7","2247","88.6","88.65","49","235","288","0.1","6.29","116","153","125","150","294","321","302"
"523",609280,"Andújar, Miguel","523","100.0","0.254","0.123","0.280","0.377","0.285","0.316","0.273","33","130","88.3","6.4","2233","88.4","88.38","57","287","236","0.0","6.39","105","152","120","147","304","327","290"
"522",643376,"Jansen, Danny","522","100.0","0.157","0.120","0.189","0.278","0.240","0.276","0.201","17","108","87.4","19.2","2279","89.1","88.93","62","243","279","-0.2","6.33","105","150","117","144","297","322","287"
"522",573131,"Ruf, Darin","522","100.0","0.244","0.256","0.308","0.500","0.373","0.382","0.266","22","90","94.0","9.8","2303","89.1","87.81","53","201","321","-1.3","6.32","107","151","122","144","304","326","296"
"521",605612,"Castro, Harold","521","100.0","0.252","0.037","0.324","0.289","0.268","0.321","0.280","34","135","87.4","6.2","2246","88.8","88.60","81","277","244","-0.2","6.31","114","149","106","150","287","321","300"
"520",572039,"Piscotty, Stephen","520","100.0","0.217","0.140","0.261","0.357","0.283","0.317","0.246","28","129","86.4","17.4","2305","87.7","87.34","72","274","246","-0.4","6.23","106","153","120","147","305","324","292"
"518",669374,"Hiura, Keston","518","100.0","0.137","0.111","0.219","0.248","0.215","0.265","0.168","16","117","90.1","16.8","2256","88.2","86.84","131","276","242","-1.4","6.19","109","152","118","146","303","323","297"
"518",501571,"Lagares, Juan","518","100.0","0.221","0.107","0.273","0.329","0.248","0.279","0.254","31","140","89.4","10.2","2199","89.2","89.27","58","276","242","0.1","6.39","107","151","116","147","308","321","292"
"512",664789,"Tom, Ka'ai","512","100.0","0.131","0.091","0.162","0.222","0.240","0.288","0.182","13","99","83.2","10.0","2339","89.4","89.36","71","231","281","0.0","6.28","113","150","112","148","286","314","295"
"511",543305,"Hicks, Aaron","511","100.0","0.194","0.139","0.224","0.333","0.281","0.334","0.242","21","108","89.3","19.2","2242","88.2","88.13","61","208","303","-0.1","6.34","111","156","120","151","303","326","293"
"508",605119,"Anderson, Brian","508","100.0","0.250","0.121","0.329","0.371","0.301","0.292","0.218","31","124","88.9","11.1","2259","89.4","89.32","75","262","246","-0.1","6.37","109","154","119","149","307","323","292"
"505",642721,"Gutierrez, Kelvin","505","100.0","0.214","0.084","0.270","0.298","0.244","0.264","0.228","28","131","90.8","1.3","2270","88.7","88.68","68","240","265","0.0","6.28","107","151","119","147","308","327","295"
"505",501303,"Adrianza, Ehire","505","100.0","0.250","0.148","0.282","0.398","0.320","0.323","0.263","27","108","83.5","11.6","2188","89.0","89.29","46","233","271","0.3","6.46","109","148","110","148","295","321","292"
"502",623912,"Ramirez, Harold","502","100.0","0.279","0.200","0.277","0.479","0.338","0.372","0.310","39","140","92.3","4.3","2293","88.4","88.50","57","285","217","0.1","6.27","107","152","119","147","302","320","289"
"501",592325,"Gamel, Ben","501","100.0","0.207","0.117","0.278","0.324","0.267","0.301","0.237","23","111","87.8","15.9","2275","88.6","88.61","55","220","281","0.0","6.22","114","151","114","150","288","316","299"
"500",656716,"McKinstry, Zach","500","100.0","0.250","0.176","0.311","0.426","0.310","0.286","0.231","27","108","87.5","12.2","2250","88.6","87.89","58","226","274","-0.7","6.28","117","152","123","149","292","320","305"
"500",670351,"Rojas, Jose","500","100.0","0.190","0.174","0.241","0.364","0.265","0.270","0.202","23","121","88.6","18.1","2284","88.3","87.09","64","240","260","-1.2","6.21","117","158","119","153","291","322","301"
"498",660294,"Tsutsugo, Yoshi","498","100.0","0.155","0.039","0.250","0.194","0.216","0.236","0.165","16","103","89.3","12.7","2270","89.8","89.80","64","224","274","0.0","6.39","118","161","126","151","289","322","305"
"498",642211,"Williams, Justin","498","100.0","0.160","0.101","0.217","0.261","0.230","0.316","0.242","19","119","92.1","3.9","2284","88.5","88.40","82","222","276","-0.1","6.37","117","153","122","150","298","322","304"
"493",544369,"Gregorius, Didi","493","100.0","0.229","0.136","0.253","0.364","0.269","0.234","0.209","27","118","84.5","20.7","2263","90.1","90.26","74","285","208","0.2","6.38","116","155","119","151","293","326","299"
"493",605131,"Barnes, Austin","493","100.0","0.226","0.132","0.288","0.358","0.311","0.290","0.215","24","106","83.5","15.6","2307","88.7","87.47","56","211","282","-1.2","6.21","106","150","118","145","301","319","291"
"493",595978,"Hedges, Austin","493","100.0","0.161","0.089","0.221","0.250","0.207","0.209","0.172","18","112","80.2","18.8","2263","88.8","88.44","90","270","223","-0.4","6.25","106","153","120","147","296","319","289"
"491",456715,"Cain, Lorenzo","491","100.0","0.223","0.126","0.263","0.350","0.302","0.329","0.244","23","103","88.5","8.2","2273","88.8","88.46","55","209","282","-0.3","6.32","110","152","118","147","303","320","290"
"485",506702,"León, Sandy","485","100.0","0.173","0.045","0.231","0.218","0.198","0.225","0.182","19","110","86.2","21.1","2220","88.9","88.73","58","221","263","-0.2","6.28","113","156","119","150","294","319","293"
"482",664901,"Mendick, Danny","482","100.0","0.204","0.097","0.270","0.301","0.283","0.283","0.212","19","93","81.7","18.4","2274","89.0","88.91","52","198","284","-0.1","6.18","104","151","112","145","297","318","285"
"482",656371,"Díaz, Isan","482","100.0","0.146","0.078","0.194","0.223","0.232","0.288","0.202","15","103","86.8","9.3","2263","88.6","88.43","71","201","281","-0.2","6.27","114","152","116","150","291","317","300"
"480",620443,"Torrens, Luis","480","100.0","0.219","0.237","0.231","0.456","0.302","0.327","0.247","25","114","89.8","7.3","2320","88.7","88.24","56","220","260","-0.5","6.22","109","151","119","147","300","318","287"
"479",624641,"Sosa, Edmundo","479","100.0","0.244","0.067","0.308","0.311","0.293","0.296","0.229","29","119","85.5","-1.5","2315","89.1","89.06","69","264","215","0.0","6.37","107","151","114","146","306","320","290"
"477",642201,"White, Eli","477","100.0","0.202","0.128","0.268","0.330","0.270","0.278","0.203","22","109","84.4","11.9","2242","88.8","88.64","76","233","244","-0.2","6.27","107","151","115","146","307","321","290"
"475",435559,"Suzuki, Kurt","475","100.0","0.229","0.092","0.267","0.321","0.285","0.268","0.210","25","109","82.9","12.6","2245","88.2","87.95","43","229","246","-0.3","6.34","108","153","119","146","302","321","293"
"470",642336,"Mejía, Francisco","470","100.0","0.242","0.121","0.273","0.363","0.296","0.281","0.226","30","124","85.1","12.7","2225","87.6","87.47","53","274","196","-0.1","6.40","111","155","117","149","296","325","294"
"469",553869,"Díaz, Elias","469","100.0","0.156","0.082","0.181","0.238","0.217","0.288","0.227","19","122","89.0","12.9","2341","88.2","88.26","63","242","226","0.1","6.28","108","149","118","146","310","327","293"
"469",605412,"Panik, Joe","469","100.0","0.252","0.108","0.271","0.360","0.290","0.297","0.258","28","111","85.3","8.9","2251","89.4","89.22","29","198","270","-0.2","6.24","117","152","112","150","287","318","296"
"468",665155,"Maton, Nick","468","100.0","0.250","0.111","0.362","0.361","0.294","0.275","0.222","27","108","87.3","16.7","2246","88.4","88.24","75","239","229","-0.2","6.34","114","152","112","151","287","318","295"
"462",643446,"McNeil, Jeff","462","100.0","0.235","0.109","0.250","0.345","0.303","0.330","0.244","28","119","88.3","12.0","2205","89.2","89.10","53","260","202","-0.1","6.39","114","151","113","148","292","321","299"
"455",622110,"Duffy, Matt","455","100.0","0.278","0.078","0.333","0.356","0.332","0.363","0.297","25","90","87.6","6.8","2326","88.5","88.27","19","171","284","-0.2","6.48","108","151","116","147","298","315","279"
"453",640461,"Pinder, Chad","453","100.0","0.225","0.153","0.310","0.378","0.280","0.341","0.247","25","111","92.8","3.0","2229","88.3","88.25","59","220","233","-0.1","6.33","110","153","121","147","305","327","293"
"448",621438,"Taylor, Tyrone","448","100.0","0.232","0.212","0.262","0.444","0.335","0.330","0.229","23","99","86.7","17.6","2320","88.6","85.18","52","220","228","-3.4","6.24","107","152","119","146","300","319","293"
"446",595751,"Alfaro, Jorge","446","100.0","0.250","0.086","0.351","0.336","0.283","0.297","0.243","29","116","93.4","6.5","2325","88.1","88.00","80","256","190","-0.1","6.32","108","151","120","148","307","319","290"
"442",593643,"Alberto, Hanser","442","100.0","0.272","0.120","0.304","0.392","0.295","0.294","0.273","34","125","82.6","11.9","2251","88.2","88.06","45","277","165","-0.1","6.29","105","151","109","146","301","323","293"
"442",641796,"Locastro, Tim","442","100.0","0.186","0.044","0.230","0.230","0.235","0.272","0.220","21","113","80.7","12.3","2289","89.2","88.20","46","201","241","-1.0","6.45","104","151","107","147","305","319","290"
"441",641470,"Collins, Zack","441","100.0","0.212","0.131","0.311","0.343","0.297","0.322","0.225","21","99","90.0","18.2","2218","88.9","88.62","60","199","242","-0.3","6.22","115","166","119","150","288","325","304"
"438",592200,"Casali, Curt","438","100.0","0.176","0.110","0.250","0.286","0.263","0.278","0.180","16","91","86.9","22.2","2321","89.2","89.03","59","188","250","-0.2","6.26","106","152","121","145","300","322","292"
"437",644374,"Chang, Yu","437","100.0","0.167","0.118","0.208","0.284","0.213","0.246","0.202","17","102","86.0","26.1","2222","88.8","88.36","53","215","222","-0.4","6.26","107","152","119","146","301","321","288"
"436",642165,"VanMeter, Josh","436","100.0","0.155","0.095","0.218","0.250","0.253","0.272","0.168","13","84","88.4","17.9","2214","89.2","89.32","52","166","270","0.1","6.39","114","151","122","150","297","324","304"
"433",664247,"Garlick, Kyle","433","100.0","0.232","0.232","0.286","0.465","0.317","0.352","0.253","23","99","88.4","20.1","2234","88.0","87.90","58","201","232","-0.1","6.22","108","153","121","146","303","324","294"
"425",663898,"Rodgers, Brendan","425","100.0","0.274","0.189","0.314","0.463","0.350","0.324","0.242","26","95","90.1","8.5","2304","89.2","88.99","41","193","232","-0.2","6.23","107","151","117","147","308","327","293"
"425",467092,"Ramos, Wilson","425","100.0","0.200","0.192","0.212","0.392","0.271","0.278","0.223","24","120","89.7","7.5","2302","88.6","88.38","66","236","189","-0.2","6.29","108","155","123","148","302","327","292"
"422",641680,"Heim, Jonah","422","100.0","0.227","0.165","0.250","0.392","0.289","0.282","0.233","22","97","86.3","9.3","2256","89.4","88.25","37","208","214","-1.1","6.25","114","161","125","151","298","324","299"
"417",669222,"Senzel, Nick","417","100.0","0.252","0.063","0.284","0.315","0.288","0.354","0.307","28","111","88.9","10.5","2331","88.9","88.97","39","219","198","0.1","6.33","107","150","113","144","301","323","286"
"414",664774,"Wade Jr, LaMonte","414","100.0","0.273","0.227","0.292","0.500","0.368","0.328","0.253","24","88","90.2","17.9","2243","88.3","88.35","31","195","219","0.0","6.31","118","152","116","151","295","322","301"
"413",642423,"Sierra, Magneuris","413","100.0","0.235","0.031","0.295","0.265","0.246","0.253","0.237","23","98","81.8","5.8","2299","89.4","89.04","33","203","210","-0.4","6.37","107","145","99","149","284","313","298"
"411",680777,"Jeffers, Ryan","411","100.0","0.204","0.215","0.264","0.419","0.292","0.299","0.215","19","93","90.6","13.2","2309","89.2","87.86","60","186","225","-1.3","6.26","109","152","122","146","302","325","287"
"409",657108,"White, Evan","409","100.0","0.144","0.093","0.188","0.237","0.199","0.241","0.191","14","97","85.2","19.5","2228","88.0","86.83","59","197","212","-1.2","6.25","110","153","121","146","297","320","289"
"404",649557,"Díaz, Aledmys","404","100.0","0.278","0.157","0.312","0.435","0.334","0.369","0.302","32","115","89.2","13.4","2241","88.3","87.72","47","221","183","-0.6","6.28","108","153","119","146","300","329","292"
"398",664057,"Stevenson, Andrew","398","100.0","0.227","0.082","0.313","0.309","0.265","0.297","0.246","22","97","85.2","3.2","2297","89.0","88.52","52","186","212","-0.5","6.25","113","150","103","151","290","317","302"
"397",519058,"Moustakas, Mike","397","100.0","0.241","0.195","0.250","0.437","0.334","0.296","0.207","21","87","86.5","16.5","2266","88.2","87.86","50","192","205","-0.3","6.18","117","162","124","151","295","326","298"
"396",592444,"Jones, JaCoby","396","100.0","0.170","0.080","0.268","0.250","0.205","0.255","0.200","17","100","89.4","10.4","2278","88.0","87.38","76","207","189","-0.6","6.27","106","153","113","146","298","326","293"
"395",669289,"Espinal, Santiago","395","100.0","0.295","0.074","0.354","0.368","0.318","0.275","0.239","28","95","83.3","7.9","2235","88.0","88.07","34","191","204","0.1","6.24","103","151","110","144","297","314","279"
"395",614173,"Cordero, Franchy","395","100.0","0.179","0.095","0.281","0.274","0.223","0.240","0.190","17","95","88.1","3.4","2165","88.4","88.15","87","217","178","-0.2","6.31","116","151","115","151","288","324","305"
"394",547004,"Ruiz, Rio","394","100.0","0.167","0.133","0.207","0.300","0.248","0.254","0.183","15","90","86.1","10.8","2345","88.7","87.82","64","210","184","-0.9","6.31","116","155","119","151","289","324","303"
"387",502210,"Reddick, Josh","387","100.0","0.265","0.088","0.338","0.353","0.276","0.269","0.254","27","102","83.6","16.4","2226","89.3","82.67","45","208","179","-6.6","6.37","117","160","121","151","298","325","302"
"376",606299,"Peraza, José","376","100.0","0.204","0.194","0.198","0.398","0.281","0.263","0.212","22","108","84.2","20.3","2305","88.5","88.48","35","193","183","0.0","6.36","106","152","115","147","301","314","287"
"365",553902,"Astudillo, Willians","365","100.0","0.254","0.131","0.248","0.385","0.286","0.287","0.258","31","122","84.9","17.8","2319","88.9","87.10","24","222","143","-1.8","6.22","108","152","122","147","299","321","290"
"360",621439,"Buxton, Byron","360","100.0","0.369","0.398","0.412","0.767","0.492","0.436","0.322","38","103","93.1","8.6","2320","88.4","86.75","63","202","158","-1.7","6.21","103","152","117","144","304","328","296"
"349",591720,"Torreyes, Ronald","349","100.0","0.253","0.121","0.288","0.374","0.289","0.239","0.218","25","99","80.8","15.9","2207","88.4","88.23","35","185","164","-0.2","6.35","104","151","109","147","296","311","275"
"348",673357,"Robert, Luis","348","100.0","0.316","0.147","0.433","0.463","0.355","0.317","0.251","30","95","89.4","11.8","2315","88.6","88.41","70","215","133","-0.2","6.31","106","153","120","145","301","325","296"